nr;filnavn;kategori;artikel;url;prompt;alt_tekst;type
139;139-gammelt-udstyr-erstattes.jpg;Beslutning;Hvornår skal du skifte system? 7 klare tegn;https://smartpack.dk/viden/beslutning/hvornaar-skifte-system.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Gammel slidt lagerterminal liggende ved siden af en ny og ubrugt, begge på samme bord.;Gammel og ny lagerterminal på samme bord;foto
140;140-udvikling-paa-whiteboard.jpg;Beslutning;Skal du bygge dit eget WMS? Her er sandheden;https://smartpack.dk/viden/beslutning/skal-du-bygge-selv.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Whiteboard med en simpel kasse-og-pil-skitse i et møderum, ingen læsbar tekst.;Whiteboard med en kasse-og-pil-skitse;foto
141;141-tjekliste-paa-clipboard.jpg;Beslutning;Tjekliste: er I klar til et WMS?;https://smartpack.dk/viden/beslutning/tjekliste-foer-wms.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Clipboard med en afkrydsningsliste holdt op foran en lagerhal, flere felter endnu tomme.;Afkrydsningsliste på clipboard foran en lagerhal;foto
142;142-pristilbud-paa-moedebord.jpg;Beslutning;Hvad koster et WMS? Priser og hvad du betaler for;https://smartpack.dk/viden/beslutning/wms-pris.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Udprintet tilbud med tal og en lommeregner på et mødebord, lager gennem glasvæggen.;Udprintet tilbud og lommeregner på et mødebord;foto
143;143-varer-der-staar-stille.jpg;Okonomi;Hvad er beholdningsomkostninger? Det koster at have varer på lager;https://smartpack.dk/viden/okonomi/beholdningsomkostninger.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Reol med varer der tydeligt har stået længe, tyndt lag stov, ingen aktivitet omkring.;Reol med varer der har stået længe;foto
144;144-fem-tal-paa-tavle.jpg;Okonomi;De fem nøgletal du kan begynde at følge i næste uge;https://smartpack.dk/viden/okonomi/fem-noegletal-paa-lageret.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Whiteboard i lagerhallen med fem tomme felter tegnet op til nøgletal, tusch liggende i rillen.;Whiteboard med fem felter til nøgletal;diagram
145;145-halvtom-lagerhal.jpg;Okonomi;Lagerhusleje optimering: hvad betaler du for meget for og hvad du gør ved det;https://smartpack.dk/viden/okonomi/lagerhusleje-optimering.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Stor lagerhal hvor halvdelen af gulvarealet står helt tomt, reoler kun i den ene ende.;Lagerhal hvor halvdelen af gulvet står tomt;foto
146;146-en-vare-paa-sin-plads.jpg;Okonomi;Lageromkostninger pr. SKU: hvad koster det reelt at have en vare på lager?;https://smartpack.dk/viden/okonomi/lageromkostninger-pr-sku.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Nærbillede af én enkelt vare på sin reolplads med luft omkring, hyldekantsskilt nedenunder.;Én enkelt vare på sin reolplads;foto
147;147-varer-ud-og-ind-samme-dag.jpg;Okonomi;Lageromsætningshastighed: hvad det er og hvad det koster dig ikke at kende den;https://smartpack.dk/viden/okonomi/lageromsoetningshastighed.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Modtageområde og afsendelsesområde i samme billede, begge med aktivitet.;Modtage- og afsendelsesområde i samme billede;foto
148;148-to-forskellige-taellinger.jpg;Okonomi;Måltal på lageret: hvorfor ét tal ikke rækker;https://smartpack.dk/viden/okonomi/maaltal-paa-lageret.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. To whiteboards ved siden af hinanden i lagerhallen med hver sin simple optælling.;To whiteboards med hver sin optælling;foto
149;149-maskine-koert-i-stilling.jpg;Okonomi;Økonomi i lagerautomatisering: hvornår er det en god investering og hvornår er det ikke?;https://smartpack.dk/viden/okonomi/oekonomi-i-automatisering.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Nyinstalleret transportbåndsektion der endnu ikke er sat i drift, afdækning delvist fjernet.;Nyinstalleret transportbånd der endnu ikke er i drift;foto
150;150-lagermedarbejder-paa-arbejde.jpg;Okonomi;Personaleomkostninger på lageret: hvad koster en lagermedarbejder reelt?;https://smartpack.dk/viden/okonomi/personaleomkostninger-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagermedarbejder i arbejdstøj midt i en almindelig arbejdsdag i reolgangen, set bagfra.;Lagermedarbejder i arbejdstøj i reolgangen;foto
151;151-forkert-vare-i-kassen.jpg;Okonomi;Hvad koster plukkefejl reelt? Regnestykket de fleste glemmer;https://smartpack.dk/viden/okonomi/plukkefejl-koster-penge.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Åbnet pakke på et bord hvor varen tydeligvis ikke matcher pluksedlen ved siden af.;Åbnet pakke med forkert vare ved siden af pluksedlen;foto
152;152-en-person-kender-alt.jpg;Problemer;Afhængighed af nøglemedarbejdere: hvad sker der når den vigtige person siger op?;https://smartpack.dk/viden/problemer/afhngighed-af-noeglemedarbejdere.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Én medarbejder stående midt i lagerhallen mens alle andre arbejdspladser står tomme.;Én medarbejder alene midt i lagerhallen;foto
153;153-ny-medarbejder-staar-og-kigger.jpg;Problemer;Dårlig onboarding af lagermedarbejdere: hvorfor det koster dig mere end du tror;https://smartpack.dk/viden/problemer/daarlig-onboarding-af-medarbejdere.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Ny medarbejder der står rådvild i en reolgang med en seddel i hånden, ingen andre i nærheden.;Ny medarbejder står rådvild i en reolgang;foto
154;154-regneark-vokset-ud-over-skaermen.jpg;Problemer;Når Excel ikke er nok: tegn på at du har vokset fra dit lagersystem;https://smartpack.dk/viden/problemer/excel-bryder-sammen.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Skærm med et regneark der fortsætter langt ud over kanten, papirudprint stablet ved siden af.;Regneark på skærm med stakke af papirudprint;foto
155;155-tre-forskellige-arbejdsmaader.jpg;Problemer;Ingen standarder på lageret, når hver dag er forskellig;https://smartpack.dk/viden/problemer/ingen-standarder.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Tre pakkestationer ved siden af hinanden indrettet helt forskelligt, samme opgave på alle tre.;Tre pakkestationer indrettet helt forskelligt;foto
156;156-lange-omveje-i-hallen.jpg;Problemer;Lageret er indrettet forkert: tegn, konsekvenser og løsninger;https://smartpack.dk/viden/problemer/lageret-er-indrettet-forkert.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagerhal hvor gangene ikke hænger sammen og en plukker må gå udenom en blokeret række.;Plukker går udenom en blokeret række;foto
157;157-ordrer-hober-sig-op.jpg;Problemer;Lageret kan ikke følge med væksten: tegnene og hvad du gør;https://smartpack.dk/viden/problemer/lageret-kan-ikke-foelge-med-vaekst.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Bord med færdigplukkede ordrer der hober sig op og fylder mere end der er plads til.;Færdigplukkede ordrer der hober sig op;foto
158;158-returvarer-uden-system.jpg;Problemer;Når returprocessen er kaos: hvad det koster og hvordan du stopper det;https://smartpack.dk/viden/problemer/returproces-er-kaos.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Hjørne af lageret med returpakker liggende usorteret på gulv og bord mellem hinanden.;Usorterede returpakker på gulv og bord;foto
159;159-plukker-gaar-frem-og-tilbage.jpg;Problemer;Vi bruger for meget tid på pluk: årsager, konsekvenser og hvad du gør;https://smartpack.dk/viden/problemer/vi-bruger-for-meget-tid-paa-pluk.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lang reolgang hvor samme plukker ses gå i én retning, motion blur der antyder mange ture.;Plukker på vej gennem en lang reolgang;foto
160;160-jobsamtale-ved-lageret.jpg;Personale;Ansættelse af lagerchef: hvad du skal kigge efter og hvad der går galt;https://smartpack.dk/viden/personale/ansaettelse-lagerchef.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. To personer i samtale ved et bord i et lille møderum med lagerhallen synlig gennem vinduet.;Samtale ved et bord med lagerhallen i baggrunden;foto
161;161-sikkerhedsudstyr-paa-lager.jpg;Personale;HSE og sikkerhed på lageret: hvad loven kræver og hvad der faktisk virker;https://smartpack.dk/viden/personale/hse-sikkerhed-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Sikkerhedsvest, høreværn og sikkerhedssko hængende på en knagerække ved indgangen til hallen.;Sikkerhedsudstyr hængende ved indgangen til hallen;foto
162;162-oplaering-ved-reolen.jpg;Personale;Uddannelse af lagermedarbejdere: hvad virker;https://smartpack.dk/viden/personale/lagermedarbejder-uddannelse.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Erfaren medarbejder der viser en ny hvordan en vare tages fra hylden, begge med terminal.;Erfaren medarbejder lærer en ny op ved reolen;foto
163;163-team-paa-lageret-i-arbejde.jpg;Personale;Motivation af lagermedarbejdere: hvad virker og hvad er spild af tid;https://smartpack.dk/viden/personale/motivation-lagermedarbejdere.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Tre lagermedarbejdere i almindeligt arbejde i samme område, afslappet stemning, dagslys.;Tre lagermedarbejdere i arbejde i samme område;foto
164;164-foerste-pluk-med-terminal.jpg;Personale;Onboarding af lagermedarbejdere: 15 minutter til selvstændighed;https://smartpack.dk/viden/personale/onboarding-lagermedarbejder.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Ny medarbejder der gennemfører sit første pluk med terminal, en kollega står ved siden af.;Ny medarbejder gennemfører sit første pluk;foto
165;165-ekstra-folk-i-hoejsaeson.jpg;Personale;Sæsonansatte på lageret: sådan får du dem produktive hurtigt;https://smartpack.dk/viden/personale/saesonansatte-paa-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Flere medarbejdere end normalt i gang ved pakkestationerne, travlhed men orden.;Flere medarbejdere end normalt ved pakkestationerne;foto
166;166-ung-medarbejder-ved-pakkebord.jpg;Personale;Ungarbejdere på lageret: regler, begrænsninger og hvad du skal vide;https://smartpack.dk/viden/personale/ungarbejdere-paa-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Ung medarbejder i arbejdstøj i gang med lette pakkeopgaver ved et bord, ingen maskiner i nærheden.;Ung medarbejder ved lette pakkeopgaver;foto
167;167-velkoert-lager-i-drift.jpg;Realworld;Hvad gør de bedste anderledes? 10 observationer fra top-performende webshops;https://smartpack.dk/viden/realworld/hvad-goer-de-bedste-anderledes.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Velorganiseret lagerhal i fuld drift: markeringer, ens toter, ingen ting på gulvet.;Velorganiseret lagerhal i fuld drift;foto
168;168-orden-og-rod-side-om-side.jpg;Realworld;Hvordan undgår du at skalere kaos? 5 principper der adskiller orden fra eksplosion;https://smartpack.dk/viden/realworld/hvordan-undgaar-du-at-skalere-kaos.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagerhal hvor den ene halvdel er ryddelig og opmarkeret og den anden halvdel rodet.;Lagerhal med ryddelig og rodet halvdel;foto
169;169-black-friday-travlhed.jpg;Realworld;Kampagner vs. drift: Hvordan overlever du Black Friday på lageret?;https://smartpack.dk/viden/realworld/kampagner-vs-drift.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Pakkeområde i hård peak-drift med mange pakker, paller og folk i bevægelse.;Pakkeområde i hård peak-drift;foto
170;170-lager-og-kontor-samme-virksomhed.jpg;Realworld;Lager vs. marketing: Hvad gælder det mest at investere i?;https://smartpack.dk/viden/realworld/lager-vs-marketing.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Kontorplads med skærmgraf i forgrunden og lagerhallen synlig gennem en glasvæg bagved.;Kontorplads med lagerhallen bag glasvæggen;foto
171;171-systemer-bag-kulissen.jpg;Realworld;Sådan arbejder top-webshops: De 8 ting de IKKE fortæller dig;https://smartpack.dk/viden/realworld/saadan-arbejder-top-webshops.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Teknikrum på et lager med netværksudstyr og en skærm, hallen anet gennem døråbningen.;Teknikrum på et lager med netværksudstyr;foto
172;172-lagerhotel-med-flere-kunder.jpg;Realworld;SmartPack til 3PL-lagre: den fulde guide;https://smartpack.dk/viden/realworld/smartpack-3pl-guide.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Stor fælleshal hvor forskellige områder tydeligt hører til forskellige kunder, neutrale mærkninger.;Fælleshal med adskilte kundeområder;foto
173;173-fra-koekkenbord-til-lagerhal.jpg;Realworld;Den typiske lager-evolution for en voksende webshop;https://smartpack.dk/viden/realworld/typisk-lager-evolution.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. To motiver i samme billede: et lille bord med få pakker i forgrunden og en stor lagerhal bagved.;Lille pakkebord i forgrunden og stor lagerhal bagved;diagram
174;174-papirfyld-i-kasse.jpg;Baeredygtighed;Bæredygtigt fyldmateriale: hvad virker og hvad er greenwashing?;https://smartpack.dk/viden/baeredygtighed/baeredygtigt-fyldmateriale.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Nærbillede af sammenkrollet brunt papirfyld i en åben kasse omkring en vare.;Brunt papirfyld i en åben kasse;foto
175;175-fragtdata-paa-skaerm.jpg;Baeredygtighed;CO2-rapportering på fragt: hvad du skal måle og hvad det kræver;https://smartpack.dk/viden/baeredygtighed/co2-rapportering-fragt.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Skærm med en simpel kurve ved siden af en stak færdige pakker på afsendelsesbordet.;Skærm med kurve ved siden af færdige pakker;foto
176;176-kasse-fyldt-helt-op.jpg;Baeredygtighed;Fill rate optimering: fyld kasserne bedre og spar fragt og emballage;https://smartpack.dk/viden/baeredygtighed/fill-rate-optimering.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Åben kasse fyldt præcis til kanten uden luft, låget klar til at lukke.;Kasse fyldt præcis til kanten uden luft;foto
177;177-varebil-ved-rampen.jpg;Baeredygtighed;Grøn fragt og greenwashing: hvad er reelt og hvad er markedsføring;https://smartpack.dk/viden/baeredygtighed/groen-fragt-greenwashing.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Neutral varebil holdende ved en læsserampe i dagslys, ingen læsbare firmanavne.;Neutral varebil ved en læsserampe;foto
